Metric,CombinationType,DTAExtension,Lemmatizer,LemmatizationType,Stopwords,CaseSensitivity,accuracy,F-MeasurePositive,F-MeasureNegative,recallPositive,precisionPositive,recallNegative,precisionNegative,recallAverage,precisionAverage,F-MeasureAverage,truePositives,falsePositives,trueNegatives,falseNegatives
polarityCd,noExtension_textblob_bothLemma_enhancedFilteredList_caseSensitive,noExtension,textblob,bothLemma,enhancedFilteredList,caseSensitive,"0,465","0,4512820513","0,4780487805","0,7213114754","0,328358209","0,3525179856","0,7424242424","0,5369147305","0,5353912257","0,4646654159",44,90,49,17
polarityCd,noExtension_treetagger_textLemma_standardList_caseSensitive,noExtension,treetagger,textLemma,standardList,caseSensitive,"0,46","0,4375","0,4807692308","0,6885245902","0,320610687","0,3597122302","0,7246376812","0,5241184102","0,5226241841","0,4591346154",42,89,50,19
polarityCd,noExtension_treetagger_textLemma_enhancedFilteredList_caseInSensitive,noExtension,treetagger,textLemma,enhancedFilteredList,caseInSensitive,"0,46","0,4375","0,4807692308","0,6885245902","0,320610687","0,3597122302","0,7246376812","0,5241184102","0,5226241841","0,4591346154",42,89,50,19
polarityCd,noExtension_treetagger_bothLemma_standardList_caseInSensitive,noExtension,treetagger,bothLemma,standardList,caseInSensitive,"0,46","0,4545454545","0,4653465347","0,737704918","0,3284671533","0,3381294964","0,746031746","0,5379172072","0,5372494497","0,4599459946",45,92,47,16
polarityCd,noExtension_tokens_noLemma_enhancedList_caseInSensitive,noExtension,tokens,noLemma,enhancedList,caseInSensitive,"0,455","0,3699421965","0,5198237885","0,5245901639","0,2857142857","0,4244604317","0,6704545455","0,4745252978","0,4780844156","0,4448829925",32,80,59,29
polarityCd,noExtension_treetagger_bothLemma_standardList_caseSensitive,noExtension,treetagger,bothLemma,standardList,caseSensitive,"0,455","0,4522613065","0,4577114428","0,737704918","0,3260869565","0,3309352518","0,7419354839","0,5343200849","0,5340112202","0,4549863747",45,93,46,16
polarityCd,noExtension_tokens_noLemma_enhancedList_caseSensitive,noExtension,tokens,noLemma,enhancedList,caseSensitive,"0,45","0,3604651163","0,5175438596","0,5081967213","0,2792792793","0,4244604317","0,6629213483","0,4663285765","0,4711003138","0,439004488",31,80,59,30
polarityCd,noExtension_treetagger_textLemma_noStopwordList_caseInSensitive,noExtension,treetagger,textLemma,noStopwordList,caseInSensitive,"0,45","0,4387755102","0,4607843137","0,7049180328","0,3185185185","0,3381294964","0,7230769231","0,5215237646","0,5207977208","0,449779912",43,92,47,18
polarityCd,noExtension_textblob_textLemma_noStopwordList_caseInSensitive,noExtension,textblob,textLemma,noStopwordList,caseInSensitive,"0,45","0,4329896907","0,4660194175","0,6885245902","0,3157894737","0,345323741","0,7164179104","0,5169241656","0,5161036921","0,4495045541",42,91,48,19
polarityCd,noExtension_textblob_textLemma_noStopwordList_caseSensitive,noExtension,textblob,textLemma,noStopwordList,caseSensitive,"0,45","0,4210526316","0,4761904762","0,6557377049","0,3100775194","0,3597122302","0,7042253521","0,5077249676","0,5071514357","0,4486215539",40,89,50,21
